work_id,author,author_ml,author_name_tei,author_page,title_ml,title_en,toc_title,section_label,work_type,keywords,domain,derivation,factuality,constitution,language,source_url,html_url,publisher,pub_place,digital_edition_date,digital_edition_year,source_pub_year,source_publisher,source_pages,typeset_by,edited_by,encoded_by,sponsor,funder,licence,licence_url,setting_place,setting_time,word_count,char_count,para_count,chillu_atomic,chillu_zwj,chillu_encoding,unicode_form,sha256
rajeswari-thathan,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,"ഞാനൊരു ബാലനശക്തനെന്നാകിലും, മാനിയാമെന്നുടെ താതനെയോർക്ക നീ","Njanoru Balanasakthanennakilum, Maniyamennude Thathaneyorkka Nee","ഞാനൊരു ബാലനശക്തനെന്നാകിലും, മാനിയാമെന്നുടെ താതനെയോർക്ക നീ",Essay,article,Article; K. Rajeswari; Njanoru Balanasakthanennakilum; Maniyamennude Thathaneyorkka Nee; കെ. രാജേശ്വരി; ഞാനൊരു ബാലനശക്തനെന്നാകിലും; മാനിയാമെന്നുടെ താതനെയോർക്ക നീ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-thathan.xml,https://books.sayahna.org/html/rajeswari-thathan.html,Sayahna Foundation,"Trivandrum, India","November 17, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"November 17, 2025",1158,11537,30,332,0,atomic,NFC,992830f096abde1a44d43ca7fd97b1d9c7faa2ddd589bcd0bdec4f36504a6562
rajeswari-plavu,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,തടിയുണങ്ങിയ പ്ലാവു് ചുളയില്ലാത്ത ചക്ക,Thadiyunangiya Plavu Chulayillaththa Chakka,തടിയുണങ്ങിയ പ്ലാവു് ചുളയില്ലാത്ത ചക്ക,Essay,article,Article; K. Rajeswari; Thadiyunangiya Plavu Chulayillaththa Chakka; കെ. രാജേശ്വരി; തടിയുണങ്ങിയ പ്ലാവു് ചുളയില്ലാത്ത ചക്ക; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-plavu.xml,https://books.sayahna.org/html/rajeswari-plavu.html,Sayahna Foundation,"Trivandrum, India","August 23, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"August 23, 2025",1402,14471,31,319,0,atomic,NFC,0e2cee42f6cb803644a5a1fb3130a4d1b1785b04bc74a49b51eab144049410c3
rajeswari-thatha,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,താതകാര്യം അനാജ്ഞപ്തമെന്നാകിലും...,Thathakaryam Ananjapthamennakilum...,താതകാര്യം അനാജ്ഞപ്തമെന്നാകിലും...,Essay,article,Article; K. Rajeswari; Thathakaryam Ananjapthamennakilum...; കെ. രാജേശ്വരി; താതകാര്യം അനാജ്ഞപ്തമെന്നാകിലും...; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-thatha.xml,https://books.sayahna.org/html/rajeswari-thatha.html,Sayahna Foundation,"Trivandrum, India","August 23, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"August 23, 2025",893,9392,23,221,0,atomic,NFC,48338da4b98be89afdf731f280895e99e2b73a640d3a24ff26e569f305490bfa
rajeswari-janavidhi,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,തിരുവമ്പാടിയിലെ ജനവിധി,Thiruvambadiyile Janavidhi,തിരുവമ്പാടിയിലെ ജനവിധി,Essay,article,Article; K. Rajeswari; Thiruvambadiyile Janavidhi; കെ. രാജേശ്വരി; തിരുവമ്പാടിയിലെ ജനവിധി; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-janavidhi.xml,https://books.sayahna.org/html/rajeswari-janavidhi.html,Sayahna Foundation,"Trivandrum, India","December 9, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"December 9, 2025",1136,11119,25,301,0,atomic,NFC,e09d690f85b55968a87ed005080e76094a82647fc50667519bbb2609d1ca772f
rajeswari-theevandi,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,തീവണ്ടിയുടെ കുതിപ്പും മമതയുടെ കിതപ്പും,Theevandiyude Kuthippum Mamathayude Kithappum,തീവണ്ടിയുടെ കുതിപ്പും മമതയുടെ കിതപ്പും,Essay,article,Article; K. Rajeswari; Theevandiyude Kuthippum Mamathayude Kithappum; കെ. രാജേശ്വരി; തീവണ്ടിയുടെ കുതിപ്പും മമതയുടെ കിതപ്പും; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-theevandi.xml,https://books.sayahna.org/html/rajeswari-theevandi.html,Sayahna Foundation,"Trivandrum, India","July 24, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"July 24, 2025",2103,21422,36,622,0,atomic,NFC,42b2fc8d4eb384218351766adbd41cf52be186f7393496ddcbf105fa48344013
rajeswari-thennindia,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,തെന്നിന്ത്യയിലെ താമര,Thennindiayile Thamara,തെന്നിന്ത്യയിലെ താമര,Essay,article,Article; K. Rajeswari; Thennindiayile Thamara; കെ. രാജേശ്വരി; തെന്നിന്ത്യയിലെ താമര; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-thennindia.xml,https://books.sayahna.org/html/rajeswari-thennindia.html,Sayahna Foundation,"Trivandrum, India","September 28, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"September 28, 2025",1659,16715,42,454,0,atomic,NFC,f91a51010e240b963107b2a8567e6c94e0df6667cda27787d4dac31bf68f7810
rajeswari-mayajalam,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,ദലിത് വനിതയുടെ മായാജാലം,Dalith Vanithayude Mayajalam,ദലിത് വനിതയുടെ മായാജാലം,Essay,article,Article; K. Rajeswari; Dalith Vanithayude Mayajalam; കെ. രാജേശ്വരി; ദലിത് വനിതയുടെ മായാജാലം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-mayajalam.xml,https://books.sayahna.org/html/rajeswari-mayajalam.html,Sayahna Foundation,"Trivandrum, India","July 24, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"July 24, 2025",1054,10915,21,266,0,atomic,NFC,d5a87898839b489a71f387b8ce382af68d899a82b266df5768398cde17468131
rajeswari-lucknow,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,"ദൽഹിയിലേക്കു്, ലക്നോ വഴി","Delhiyileyk, Lucknow Vazhi","ദൽഹിയിലേക്കു്, ലക്നോ വഴി",Essay,article,Article; K. Rajeswari; Delhiyileyk; Lucknow Vazhi; കെ. രാജേശ്വരി; ദൽഹിയിലേക്കു്; ലക്നോ വഴി; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-lucknow.xml,https://books.sayahna.org/html/rajeswari-lucknow.html,Sayahna Foundation,"Trivandrum, India","August 3, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"August 3, 2025",1143,11662,27,275,0,atomic,NFC,c4ee83aa527016a528fee0c8580dc8ff291d16d59f14808d76cbdc6e4b3d1c60
rajeswari-21noottand,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,ദാവീദും ബത്ശേബയും 21-ാം നൂറ്റാണ്ടിൽ,Davidum Bathshebayum 21-am Noottandil,ദാവീദും ബത്ശേബയും 21-ാം നൂറ്റാണ്ടിൽ,Essay,article,Article; K. Rajeswari; Davidum Bathshebayum 21-am Noottandil; കെ. രാജേശ്വരി; ദാവീദും ബത്ശേബയും 21-ാം നൂറ്റാണ്ടിൽ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-21noottand.xml,https://books.sayahna.org/html/rajeswari-21noottand.html,Sayahna Foundation,"Trivandrum, India","April 6, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"April 6, 2024",971,9811,16,238,0,atomic,NFC,26d278a8cad5a63206b06d955491a45890078b55fc4df98aa5bd59515487a655
rajeswari-babudivakaran,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,ദിവാകരൻ മകൻ ബാബുദിവാകരൻ,Divakaran Makan Babudivakaran,ദിവാകരൻ മകൻ ബാബുദിവാകരൻ,Essay,article,Article; K. Rajeswari; Divakaran Makan Babudivakaran; കെ. രാജേശ്വരി; ദിവാകരൻ മകൻ ബാബുദിവാകരൻ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-babudivakaran.xml,https://books.sayahna.org/html/rajeswari-babudivakaran.html,Sayahna Foundation,"Trivandrum, India","June 5, 2026",2026,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"June 5, 2026",1979,20220,48,610,0,atomic,NFC,bfbcd05e59a6cba4307885d8c265190999e258e9caa8c7411aac810c068d11f8
rajeswari-narukkedupp,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,നടുക്കെടുപ്പിലൂടെ ഒരു ജനാധിപത്യപരീക്ഷണം,Narukkeduppiloode Oru Janadhipathyapareekshanam,നടുക്കെടുപ്പിലൂടെ ഒരു ജനാധിപത്യപരീക്ഷണം,Essay,article,Article; K. Rajeswari; Narukkeduppiloode Oru Janadhipathyapareekshanam; കെ. രാജേശ്വരി; നടുക്കെടുപ്പിലൂടെ ഒരു ജനാധിപത്യപരീക്ഷണം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-narukkedupp.xml,https://books.sayahna.org/html/rajeswari-narukkedupp.html,Sayahna Foundation,"Trivandrum, India","April 12, 2026",2026,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"April 12, 2026",808,8215,20,222,0,atomic,NFC,c901677644693e963a809161504fe7c4b53c023288abfb4c3d341b14fd427449
rajeswari-vazhv,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,നമത് വാഴ്‌വും കാലമും,Namath Vazhvum Kaalamum,നമത് വാഴ്‌വും കാലമും,Essay,article,Article; K. Rajeswari; Namath Vazhvum Kaalamum; കെ. രാജേശ്വരി; നമത് വാഴ്‌വും കാലമും; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-vazhv.xml,https://books.sayahna.org/html/rajeswari-vazhv.html,Sayahna Foundation,"Trivandrum, India","July 23, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"July 23, 2025",813,8329,17,227,0,atomic,NFC,bab0228f7a311c5594617612a5ef7c2e80a01b17d017daf48cd1dffe2ec15a62
rajeswari-parudeesa,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,നമ്മുടെ പറുദീസാ നഷ്ടം,Nammude Parudeesa Nashtam,നമ്മുടെ പറുദീസാ നഷ്ടം,Essay,article,Article; K. Rajeswari; Nammude Parudeesa Nashtam; കെ. രാജേശ്വരി; നമ്മുടെ പറുദീസാ നഷ്ടം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-parudeesa.xml,https://books.sayahna.org/html/rajeswari-parudeesa.html,Sayahna Foundation,"Trivandrum, India","July 26, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"July 26, 2025",2306,22199,44,565,0,atomic,other,f4bf046d1142399b26d91548f7933268ac04e8c6679a16f45e00893fe5fedbae
rajeswari-kuyil,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,നീതിവൃക്ഷത്തിലെ കുയിൽ,Neethivrikshaththile Kuyil,നീതിവൃക്ഷത്തിലെ കുയിൽ,Essay,article,Article; K. Rajeswari; Neethivrikshaththile Kuyil; കെ. രാജേശ്വരി; നീതിവൃക്ഷത്തിലെ കുയിൽ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-kuyil.xml,https://books.sayahna.org/html/rajeswari-kuyil.html,Sayahna Foundation,"Trivandrum, India","July 23, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"July 23, 2025",773,8206,23,174,0,atomic,NFC,9f8b9f728376b64d7337436fdcebcc3bee167c41af3ffa8799ada0eee83f2e55
rajeswari-neelan,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,നീലനിൽനിന്നു് നീലനിലേയ്ക്കു്,Neelanilninnu Neelanileyk,നീലനിൽനിന്നു് നീലനിലേയ്ക്കു്,Essay,article,Article; K. Rajeswari; Neelanilninnu Neelanileyk; കെ. രാജേശ്വരി; നീലനിൽനിന്നു് നീലനിലേയ്ക്കു്; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-neelan.xml,https://books.sayahna.org/html/rajeswari-neelan.html,Sayahna Foundation,"Trivandrum, India","August 3, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"August 3, 2025",918,9423,25,285,0,atomic,NFC,04fabe3e3ab3b611ca19ad362957c8a795b40a051b6abc9585af518a80b6d5af
rajeswari-panchagni,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,പഞ്ചാഗ്നിമധ്യത്തിൽ ശോഭനാജോർജ്,Panchagnimadhyaththil SobhanaGeorge,പഞ്ചാഗ്നിമധ്യത്തിൽ ശോഭനാജോർജ്,Essay,article,Article; K. Rajeswari; Panchagnimadhyaththil SobhanaGeorge; കെ. രാജേശ്വരി; പഞ്ചാഗ്നിമധ്യത്തിൽ ശോഭനാജോർജ്; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-panchagni.xml,https://books.sayahna.org/html/rajeswari-panchagni.html,Sayahna Foundation,"Trivandrum, India","August 10, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"August 10, 2025",1052,10891,19,284,0,atomic,NFC,ec45356638dfc94d67bf367ecd45e5d0d40bb6e4926f5fe1c75801aa5d5c81cd
rajeswari-padathalavan,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,പണക്കാരുടെ പടത്തലവനു് വിപ്ലവാഭിവാദനങ്ങൾ,Panakkaarude Padaththalavanu Viplavabhivadhanangal,പണക്കാരുടെ പടത്തലവനു് വിപ്ലവാഭിവാദനങ്ങൾ,Essay,article,Article; K. Rajeswari; Panakkaarude Padaththalavanu Viplavabhivadhanangal; കെ. രാജേശ്വരി; പണക്കാരുടെ പടത്തലവനു് വിപ്ലവാഭിവാദനങ്ങൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-padathalavan.xml,https://books.sayahna.org/html/rajeswari-padathalavan.html,Sayahna Foundation,"Trivandrum, India","July 29, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"July 29, 2025",1393,14121,30,393,0,atomic,NFC,f290e48178c66c0dcb39586e738ee8616200c6670c73e35f3c4da4bfa7c3e3f3
rajeswari-panth,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,പന്തു് മൈതാനമധ്യത്തിലാണു്,Panth Maithanamadhyaththilanu,പന്തു് മൈതാനമധ്യത്തിലാണു്,Essay,article,Article; K. Rajeswari; Panth Maithanamadhyaththilanu; കെ. രാജേശ്വരി; പന്തു് മൈതാനമധ്യത്തിലാണു്; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-panth.xml,https://books.sayahna.org/html/rajeswari-panth.html,Sayahna Foundation,"Trivandrum, India","August 23, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"August 23, 2025",1343,13626,30,355,0,atomic,NFC,a7ca4f3f6a81329ec672e751bdda330d7fc8350abfbaf0172eefc5dd2e7e572a
rajeswari-paatha,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,പരസ്യത്തിന്റെ രഹസ്യം അഥവാ നീതിമാന്റെ പാത,Parasyaththinte Rahasyam Adhava Neethimante Paatha,പരസ്യത്തിന്റെ രഹസ്യം അഥവാ നീതിമാന്റെ പാത,Essay,article,Article; K. Rajeswari; Parasyaththinte Rahasyam Adhava Neethimante Paatha; കെ. രാജേശ്വരി; പരസ്യത്തിന്റെ രഹസ്യം അഥവാ നീതിമാന്റെ പാത; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-paatha.xml,https://books.sayahna.org/html/rajeswari-paatha.html,Sayahna Foundation,"Trivandrum, India","July 25, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"July 25, 2025",989,10790,15,244,0,atomic,NFC,2b7f6cb228b8cb0c34f3ce4e986d00ca3b7b4b8a2a0c0d47c15d41b924f459ac
rajeswari-paduka,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,പാദുക പട്ടാഭിഷേകം,Paduka Pattabhishekam,പാദുക പട്ടാഭിഷേകം,Essay,article,Article; K. Rajeswari; Paduka Pattabhishekam; കെ. രാജേശ്വരി; പാദുക പട്ടാഭിഷേകം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-paduka.xml,https://books.sayahna.org/html/rajeswari-paduka.html,Sayahna Foundation,"Trivandrum, India","July 26, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"July 26, 2025",1457,14327,31,375,0,atomic,NFC,b340576c4671296cc854535a854d8f40f3d34ab324b5cfb4ce5457fef27016c0
rajeswari-pinarayi,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,പിണറായി വിധേയൻ,Pinarayi Vidheyan,പിണറായി വിധേയൻ,Essay,article,Article; K. Rajeswari; Pinarayi Vidheyan; കെ. രാജേശ്വരി; പിണറായി വിധേയൻ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-pinarayi.xml,https://books.sayahna.org/html/rajeswari-pinarayi.html,Sayahna Foundation,"Trivandrum, India","April 6, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"April 6, 2024",906,9593,21,232,0,atomic,NFC,45a4d1e1a06d6298c5721d26b23129808cffddbe0b032176dd0b31db29ace093
rajeswari-pithakkal,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,പിതാക്കളും പുത്രന്മാരും,Pithakkalum Puthranmarum,പിതാക്കളും പുത്രന്മാരും,Essay,article,Article; K. Rajeswari; Pithakkalum Puthranmarum; കെ. രാജേശ്വരി; പിതാക്കളും പുത്രന്മാരും; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-pithakkal.xml,https://books.sayahna.org/html/rajeswari-pithakkal.html,Sayahna Foundation,"Trivandrum, India","February 9, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"February 9, 2024",1292,13241,22,330,0,atomic,NFC,7952233fb2baac219f941545fe63964524d436620008bd3a345bf648891bb201
rajeswari-puthir,K. Rajeswari,രാജേശ്വരി കെ,K. Rajeswari,https://books.sayahna.org/html/sfn-k-rajeswari.html,പുരിയാത പുതിർ,Puriyatha Puthir,പുരിയാത പുതിർ,Essay,article,Article; K. Rajeswari; Puriyatha Puthir; കെ. രാജേശ്വരി; പുരിയാത പുതിർ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/rajeswari-puthir.xml,https://books.sayahna.org/html/rajeswari-puthir.html,Sayahna Foundation,"Trivandrum, India","July 23, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"July 23, 2025",507,5117,11,122,0,atomic,NFC,c9fcb14224dd92f3f15f91ac3ae1904c76dcbdfb46e4ac924b86cbdbace81b40
